O*NET-SOC 2010 (CÓDIGO),O*NET-SOC 2010 (NOME),2010 SOC (CÓDIGO),2010 SOC (TÍTULO),Isco08 (CÓDIGO),Isco08 (TÍTULO),PNAD CONTÍNUA _ COD(CÓDIGO),PNAD CONTÍNUA _COD(TÍTULO),CBO CÓDIGO,CBO TÍTULO
29-1061.00,Anesthesiologists,29-1061,Anesthesiologists,2212,Specialist medical practitioners,2212,Médicos especialistas,251520,Psicólogo hospitalar
29-1062.00,Family and General Practitioners,29-1062,Family and General Practitioners,2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1063.00,"Internists, General",29-1063,"Internists, General",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1064.00,Obstetricians and Gynecologists,29-1064,Obstetricians and Gynecologists,2212,Specialist medical practitioners,2212,Médicos especialistas,251520,Psicólogo hospitalar
29-1065.00,"Pediatricians, General",29-1065,"Pediatricians, General",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1066.00,Psychiatrists,29-1066,Psychiatrists,2212,Specialist medical practitioners,2212,Médicos especialistas,251520,Psicólogo hospitalar
29-1067.00,Surgeons,29-1067,Surgeons,2212,Specialist medical practitioners,2212,Médicos especialistas,251520,Psicólogo hospitalar
29-1069.00,"Physicians and Surgeons, All Other",29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.01,Allergists and Immunologists,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.02,Dermatologists,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.03,Hospitalists,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.04,Neurologists,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.05,Nuclear Medicine Physicians,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.06,Ophthalmologists,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.07,Pathologists,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.08,Physical Medicine and Rehabilitation Physicians,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.09,Preventive Medicine Physicians,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.10,Radiologists,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.11,Sports Medicine Physicians,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
29-1069.12,Urologists,29-1069,"Physicians and Surgeons, All Other",2211,Generalist medical practitioners,2211,Médicos gerais,203305,Pesquisador de clínica médica
43-2099.00,"Communications Equipment Operators, All Other",43-2099,"Communications Equipment Operators, All Other",4229,Client information workers not elsewhere classified,4229,Trabalhadores de serviços de informação ao cliente não classificados anteriormente,422305,Operador de teleatendimento ativo (telemarketing)
53-7011.00,Conveyor Operators and Tenders,53-7011,Conveyor Operators and Tenders,8189,Stationary plant and machine operators not elsewhere classified,8189,Operadores de máquinas e de instalações fixas não classificados anteriormente,342110,Operador de transporte multimodal
29-1081.00,Podiatrists,29-1081,Podiatrists,2269,Health professionals not elsewhere classified,2269,Profissionais da saúde não classificados anteriormente,322105,Técnico em acupuntura
29-1122.00,Occupational Therapists,29-1122,Occupational Therapists,2269,Health professionals not elsewhere classified,2269,Profissionais da saúde não classificados anteriormente,322105,Técnico em acupuntura
29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",29-1122,Occupational Therapists,2269,Health professionals not elsewhere classified,2269,Profissionais da saúde não classificados anteriormente,322105,Técnico em acupuntura
29-1123.00,Physical Therapists,29-1123,Physical Therapists,2264,Physiotherapists,2264,Fisioterapeutas,223605,Fisioterapeuta geral
29-1124.00,Radiation Therapists,29-1124,Radiation Therapists,3211,Medical imaging and therapeutic equipment technicians,3211,Técnicos em aparelhos de diagnóstico e tratamento médico,324105,Técnico em métodos eletrográficos em encefalografia
29-1125.00,Recreational Therapists,29-1125,Recreational Therapists,2269,Health professionals not elsewhere classified,2269,Profissionais da saúde não classificados anteriormente,322105,Técnico em acupuntura
29-1125.01,Art Therapists,29-1125,Recreational Therapists,2269,Health professionals not elsewhere classified,2269,Profissionais da saúde não classificados anteriormente,322105,Técnico em acupuntura
29-1125.02,Music Therapists,29-1125,Recreational Therapists,2269,Health professionals not elsewhere classified,2269,Profissionais da saúde não classificados anteriormente,322105,Técnico em acupuntura
29-1126.00,Respiratory Therapists,29-1126,Respiratory Therapists,3259,Health associate professionals not elsewhere classified,3259,Profissionais de nível médio da saúde não classificados anteriormente,223625,Fisioterapeuta respiratória
29-1127.00,Speech-Language Pathologists,29-1127,Speech-Language Pathologists,2266,Audiologists and speech therapists,2266,Fonoaudiólogos e logopedistas,223830,Fonoaudiólogo em linguagem
29-1128.00,Exercise Physiologists,29-1128,Exercise Physiologists,2264,Physiotherapists,2264,Fisioterapeutas,203020,Pesquisador em biologia humana
29-1129.00,"Therapists, All Other",29-1129,"Therapists, All Other",2269,Health professionals not elsewhere classified,2269,Profissionais da saúde não classificados anteriormente,322105,Técnico em acupuntura
29-1131.00,Veterinarians,29-1131,Veterinarians,2250,Veterinarians,2250,Veterinários,203315,Pesquisador em medicina veterinária
29-1141.00,Registered Nurses,29-1141,Registered Nurses,2221,Nursing professionals,2221,Profissionais de enfermagem,223505,Enfermeiro
29-1141.01,Acute Care Nurses,29-1141,Registered Nurses,2221,Nursing professionals,2221,Profissionais de enfermagem,223505,Enfermeiro
29-1141.02,Advanced Practice Psychiatric Nurses,29-1141,Registered Nurses,2221,Nursing professionals,2221,Profissionais de enfermagem,223505,Enfermeiro
29-1141.03,Critical Care Nurses,29-1141,Registered Nurses,2221,Nursing professionals,2221,Profissionais de enfermagem,223505,Enfermeiro
29-1141.04,Clinical Nurse Specialists,29-1141,Registered Nurses,2221,Nursing professionals,2221,Profissionais de enfermagem,223505,Enfermeiro
29-1151.00,Nurse Anesthetists,29-1151,Nurse Anesthetists,2221,Nursing professionals,2221,Profissionais de enfermagem,223505,Enfermeiro
39-3092.00,Costume Attendants,39-3092,Costume Attendants,3435,Other artistic and cultural associate professionals,3435,Outros profissionais de nível médio em atividades culturais e artísticas,513325,Guarda-roupeiro de cinema
29-1171.00,Nurse Practitioners,29-1171,Nurse Practitioners,2221,Nursing professionals,2221,Profissionais de enfermagem,223505,Enfermeiro
29-1181.00,Audiologists,29-1181,Audiologists,2266,Audiologists and speech therapists,2266,Fonoaudiólogos e logopedistas,223820,Fonoaudiólogo em audiologia
29-1199.00,"Health Diagnosing and Treating Practitioners, All Other",29-1199,"Health Diagnosing and Treating Practitioners, All Other",2230,Traditional and complementary medicine professionals,2230,Profissionais da medicina tradicional e alternativa,325210,Técnico em nutrição e dietética
29-1199.01,Acupuncturists,29-1199,"Health Diagnosing and Treating Practitioners, All Other",2230,Traditional and complementary medicine professionals,2230,Profissionais da medicina tradicional e alternativa,322705,Técnico em acupuntura
29-1199.04,Naturopathic Physicians,29-1199,"Health Diagnosing and Treating Practitioners, All Other",2230,Traditional and complementary medicine professionals,2230,Profissionais da medicina tradicional e alternativa,322720,Terapeuta holístico
29-1199.05,Orthoptists,29-1199,"Health Diagnosing and Treating Practitioners, All Other",2230,Traditional and complementary medicine professionals,2230,Profissionais da medicina tradicional e alternativa,223910,Ortopedista
29-2011.00,Medical and Clinical Laboratory Technologists,29-2011,Medical and Clinical Laboratory Technologists,3212,Medical and pathology laboratory technicians,3212,Técnicos de laboratórios médicos,324205,Técnico em patologia clínica
29-2011.01,Cytogenetic Technologists,29-2011,Medical and Clinical Laboratory Technologists,3212,Medical and pathology laboratory technicians,3212,Técnicos de laboratórios médicos,324205,Técnico em patologia clínica
29-2011.02,Cytotechnologists,29-2011,Medical and Clinical Laboratory Technologists,3212,Medical and pathology laboratory technicians,3212,Técnicos de laboratórios médicos,324205,Técnico em patologia clínica
29-2011.03,Histotechnologists and Histologic Technicians,29-2011,Medical and Clinical Laboratory Technologists,3212,Medical and pathology laboratory technicians,3212,Técnicos de laboratórios médicos,324205,Técnico em patologia clínica
29-2012.00,Medical and Clinical Laboratory Technicians,29-2012,Medical and Clinical Laboratory Technicians,3212,Medical and pathology laboratory technicians,3212,Técnicos de laboratórios médicos,324205,Técnico em patologia clínica
29-2021.00,Dental Hygienists,29-2021,Dental Hygienists,3251,Dental assistants and therapists,3251,Dentistas auxiliares e ajudantes de odontologia,322405,Técnico em saúde bucal
29-2031.00,Cardiovascular Technologists and Technicians,29-2031,Cardiovascular Technologists and Technicians,3259,Health associate professionals not elsewhere classified,3259,Profissionais de nível médio da saúde não classificados anteriormente,324110,Técnico em métodos gráficos em cardiologia
29-2032.00,Diagnostic Medical Sonographers,29-2032,Diagnostic Medical Sonographers,3211,Medical imaging and therapeutic equipment technicians,3211,Técnicos em aparelhos de diagnóstico e tratamento médico,324105,Técnico em métodos eletrográficos em encefalografia
29-2033.00,Nuclear Medicine Technologists,29-2033,Nuclear Medicine Technologists,3211,Medical imaging and therapeutic equipment technicians,3211,Técnicos em aparelhos de diagnóstico e tratamento médico,324105,Técnico em métodos eletrográficos em encefalografia
